,francise,address,TEL
1038,덕양구청점,경기도 고양시 덕양구 화정로 53-1 글로리아 프라자 105호,031-962-1003
1039,춘천한림대점,강원도 춘천시 삭주로 64 (교동 15-3),033-241-2501
1040,대전중구청점,대전광역시 중구 대흥동 469-5(보문로 258),070-4647-2914
1041,아산북수점,"충청남도 아산시 배방읍북수서로 34, 105호",041-910-0410
1042,상도e편한점,서울특별시 동작구 만양로6 이편한세상 상도노빌리티 1층 106호,02-817-5588
1043,무안오룡점,"전라남도 무안군 일로읍 오룡중앙둥로 37, 1층 111·112호(오룡 에듀포레 푸르지오)",061-281-7215
1044,판교역점,"경기도 성남시 분당구 대왕판교로 606번길 31, 1층 104호",031-706-6888
1045,방학역점,서울특별시 도봉구 도봉로 153길 20,02-954-8748
1046,수유역점,서울특별시 강북구 번동 418-3 (도봉로 352),02-998-3344
1047,대전중리점,대전광역시 대덕구 중리북로 41,042-672-2010
1048,영종운서역점,인천광역시 중구 운서동 2803-1,032-746-9274
1049,대전관저더샵점,"대전광역시 서구 관저로 23, 1층 105호(관저동)",042-541-6478
1050,인천계양맛길점,"인천광역시 계양구 도두리로 33, 102호",032-556-0602
1051,안양박달시장점,경기도 안양시 만안구 박달동 21-22,031-443-1040
1052,충북영동점,충청북도 영동군 영동읍 계산로 3,043-742-7890
1053,부평장제로점,"인천광역시 부평구 장제로 99, 벨라루체 104",032-710-2680
1054,다산롯데캐슬점,"경기도 남양주시 다산중앙로146번길 22 (다산동, 다산진건지구 상업2-6-1)",031) 564-0701
1055,망우역사거리점,"서울특별시 중랑구 망우동 479, 한일씨너스빌리젠시 1단지",02-433-8825
1056,양주고읍점, 경기 양주시 고읍남로 7 센터 656 105호,031-846-4536
1057,세종대후문점,서울특별시 광진구 군자로 108,02-463-6665
1058,포항문덕점,"경상북도 포항시 남구 오천읍 원동로 24, 1층",054-293-0333
1059,서수원홈플러스점,"경기도 수원시 권선구 금곡동 1124-1, 1층  S타워 105호",031-227-9777
1060,별내북부점,"경기도 남양주시 별내3로 322, 1층 104호",031-527-2389 
1061,김포풍무사거리점,경기도 김포시 풍무로 112,031-998-7545
1062,대전정부청사점,"대전광역시 서구 둔산중로 134번길 29,  1층 청사프라자 160호",042-331-9795
1063,산본학원가점,경기도 군포시 산본로 394 대림프라자 106호,031-396-7322
1064,일산백마점,"경기도 고양시 일산동구 일산로208, 한일파킹타운 103호",031-813-8423
1065,돈암아리랑점,서울특별시 성북구 아리랑로 75,02-924-3050
1066,대구만촌점,"대구광역시 수성구 교학로 58, 1층 (만촌동)",053-742-6221
1067,대구범어KBS점,"대구광역시 수성구 범어로 73 (범어동, 범어에스케이뷰 아파트 2단지)",053) 752-3357
1068,인천학익점,"인천광역시 미추홀구 매소홀로 355, 학익프라자 106호",032-876-6010
1069,구미확장단지점,"경상북도 구미시 산동면 신당1로2길 13, 110호 (신당리 1433)",054-474-1198
1070,부천강남시장점,경기도 부천시 옥산로 155 (도당동 283-18),032-676-3334
1071,대구서부정류장역점,대구광역시 달서구 구마로 264 (송현동),053-623-8862
1072,파주야당역점,경기도 파주시 경의로 1074,031-949-3788
1073,세종대평점,"세종특별자치시 한누리대로 2236, A 140호",044-272-3457
1074,암사역점,서울특별시 강동구 올림픽로 770,02-488-0079
1075,청주지웰시티점,충청북도 청주시 흥덕구 대농로 39(청주 솔밭초등학교 앞),043-238-4002
1076,경남창녕점,"경상남도 창녕군 창녕읍 군청길 23 (술정리), 1층",055-532-8090
1077,천안성성점,"충청남도 천안시 서북구 성성8로 2-34, 우리타워 101호",041-554-2020
1078,강변역점,서울특별시 광진구 강변역로4길 10,02-447-0423
1079,인천청라커낼점,인천광역시 서구 청라커낼로 260번길 15,032-567-3618
1080,서원대점,충청북도 청주시 서원구 서원남로 50-5 (서원대 후문),043-903-1199
1081,순천오천점,"전남 순천시 오천6길 16, 104호",061-741-5987
1082,망월사역점,"경기도 의정부시 호원동 459, 신일엘리시움 1층 108호",031-871-0410
1083,다산중앙점,"경기도 남양주시 다산중앙로123번길 9, 로데오프라자 102호",031-554-5545
1084,김제터미널점,"전라북도 김제시 동서로 232, 1층 101호(요촌동)",063-545-2922
1085,미사강변점,"경기도 하남시 미사강변대로226번길 14, 에스프라자 미사 1층",031-791-7091
1086,대전죽동점,"대전광역시 유성구 죽동로 295, 101호",042-822-7755
1087,시흥은행점,"경기도 시흥시 은행로 155번길 5, 1층 103호",031-315-2007
1088,전주하가점,"전라북도 전주시 덕진구 가련사로 7, 102호 (덕진동2가)",063-274-8100
1089,동대문역점,"서울특별시 종로구 종로 289, 1층(창신동)",02-766-0950
1090,사천정동점,경상남도 사천시 정동면 진삼로 1394-1,055-854-6264
1091,시흥은계점,"경기도 시흥시 은계남로 12, 호반써밋상가 148호",031-316-8808
1092,연신내사거리점,서울특별시 은평구 통일로 840,02-356-9548
1093,월곡래미안점,"서울 성북구 오패산로 98 ,1층 빽다방",02-910-8800
1094,수원SKV1점,"경기도 수원시 권선구 평동로79번길 45, 112호 (평동, 수원SKV1 모터스 건물 1층)",031-227-0314
1095,백석역점,"경기도 고양시 일산동구 일산로 46, 1층 107호 (백석동, 남정씨티프라자)",031-905-2888
1096,경주용황점,"경상북도 경주시 용황로 74, 협성휴포레용황아파트 상가",054-748-3393
1097,답십리사거리점,서울특별시 동대문구 답십리동 243-2 (전농로 97-1),02-2245-8993
1098,송정역점,서울특별시 강서구 공항대로 23,02-2661-4822
1099,산본사거리점,경기도 군포시 고산로 694-1,031-385-3563
1100,수원영통구청점,경기도 수원시 영통구 효원로 393. 101호,031-217-9335
1101,천안직산점,충청남도 천안시 서북구 직산읍 삼은3길 13,041-581-1900
1102,천안신방점,"충청남도 천안시 동남구 통정4로 10, 1층 104호(신방동)",041-578-7700
1103,대전월평역점,대전광역시 서구 월평중로 20,042-488-8889
1104,광주경안점,"경기도 광주시 중앙로 110, 1층 105-2호(경안동)",031-797-1007
1105,목포옥암점,"전라남도 목포시 당가두로 18, 옥암지구 1호공원 앞",061-283-0118
1106,청주금천광장점,충청북도 청주시 상당구 산성로 98번길 35 (청주금천광장 옆),043-284-5556
1107,일산문화공원점,경기도 고양시 일산동구 중앙로1275번길 38-10 (고양등기소 옆),031-932-3369
1108,옥길퀸즈파크점,경기도 부천시 옥길로 118  퀸즈파크 B동 105호,032-343-7472
1109,시흥배곧타운점,"경기도 시흥시 배곧4로 30, 배곧타운 1상가",031-499-9328
1110,청주오송점,"충청북도 청주시 흥덕구 오송읍 오송생명5로 179, 102호",043-236-1577
1111,쌍문역점,서울특별시 도봉구 도봉로 479,02-902-7971
1112,가산두산위브점,서울특별시 금천구 가산로 99, 02-830-4559
1113,대구대실역점,"대구광역시 달성군 다사읍 달구벌대로 866, 1층 105호",053-592-3242
1114,인천작전역점,인천광역시 계양구 효서로 233,032-555-8175
1115,선정릉역점,서울특별시 강남구 봉은사로54길 9,NULL
1116,하남풍산점,경기 하남시 덕풍동 744  111호,031-792-2523
1117,양주옥정신도시점,경기도 양주시 옥정동 966-10  폴리프라자 3 104호,031-863-8470
1118,송파하비오점,"서울시 송파구 문정동 618 파크하비오 204동 117,118호",02-400-3379
1119,구산역점,서울특별시 은평구 연서로 129 (구산동 1-15),02-353-6011
1120,원주무실동점,"강원도 원주시 능라동길 51, 시네씨티타워 1층",033-736-0111
1121,구미인동점,경북 구미시 인의동 375-2,054-715-7774
1122,시흥능곡점,경기도 시흥시 능곡동 741 태영프라자 111호,031-404-2301
1123,전주KBS점,전북 전주시 완산구 마전로 7,063-222-1021
1124,개봉역점,서울시 구로구 개봉동 203-7,02-2613-2220
1125,청주율량주성점,충북 청주시 청원구 율량로 187,043-298-3232
1126,합정역점,서울 마포구 월드컵로1길 14 (합정동) B-112-1호,02-336-7106
1127,영주가흥동점,경상북도 영주시 대동로34번길 2,054-631-9990
1128,평택안중점,경기 평택시 안현로서8길 57,031-683-0916
1129,마포경찰서점,서울시 마포구 아현동 618-8 (마포대로 179),02-363-6383
1130,선유도역점,서울시 영등포구 양평동4가 114-1,02-2631-1600
1131,목포터미널점,전남 목포시 영산로 515 (상동),061-272-1862
1132,대전목원대점,대전광역시 서구 도안북로93번길 31,042-826-2028
1133,인천루원시티점,"인천 서구 봉오재3로 96, 새롬프라자 1층",032-565-8857
1134,굽은다리역점,서울시 강동구 명일동 346-1,02-428-8797
1135,시흥세종프라자점,경기도 시흥시 정왕동 1882-4 세종프라자 119호,031-431-0218
1136,빽다방 빵연구소 인천동춘점,"인천광역시 연수구 앵고개로 256, 1층 107호,108호(동춘동)",032-817-7779
1137,창동역점,"서울 도봉구 마들로11길 57, 102호",02-995-7711
1138,인천굴포천역2호점,"인천광역시 부평구 장제로 224,1층",032-504-5757
1139,남원중앙점,"전라북도 남원시 남문로 447,1층 104호(하정동)",063-625-1125
1140,강서블루나인점,"서울특별시 강서구 양천로 583 (염창동,우림블루나인비즈니스센터) 지하1층",02-2093-2066
1141,상왕십리역점,서울 성동구 하왕십리동 946-16,02-2291-7080
1142,낙성대역점,서울시 관악구 봉천동 1686-11,02-884-5585
1143,원주혁신도시점,강원 원주시 반곡동 1886-3,033-746-4660
1144,송림오거리점,"인천광역시 동구 송림로 91, 1층(송림동)",032-773-2891
1145,예산터미널점,"충남 예산군 예산읍 역전로140번길 2, 1층",0507-1332-7806
1146,세종시청점,"세종특별자치시 한누리대로 2143, 101호 (보람동, 금강시티타워)",044-863-5036
1147,올림픽북단점,서울시 광진구 아차산로 480,02-2201-1888
1148,성남의료원점,"경기도 성남시 수정구 수정로 176-1, 1층 일부호(신흥동)",031-757-8010
1149,충북옥천점,충청북도 옥천군 옥천읍 중앙로 45-1,043-732-5887
1150,마두역점,경기 고양시 일산동구 중앙로 1189,031-901-3354
1151,구로KT점,서울특별시 관악구 신림동 1668-15,02-858-4366
1152,진주초전점,경남 진주시 초전동 1648-5,055-763-1325
1153,오류동역남부점,서울 구로구 오류동 148-2,02-2060-6610
1154,빽다방 빵연구소 제주사수본점,제주 제주시 도두이동 1679,064-711-0228
1155,수원못골시장점,경기 수원시 팔달구 중부대로 42,031-225-8797
1156,울산옥동점,울산광역시 남구 거마로 15,052-258-0285
1157,목포용해점,전남 목포시 연산백련로 13,061-279-1828​ 
1158,용인죽전점,"경기도 용인시 수지구 현암로 154, 1층 108호(죽전동, 거풍프라자)",031-889-1533
1159,구의역점,서울 광진구 아차산로 380,02 444 4855
1160,울산송정중앙점,울산광역시 북구 송정16길 28,052 294 8882
1161,평택고덕역점,"경기도 평택시 고덕여염12길 68, 1층",031-611-8777
1162,방이시장점,서울 송파구 백제고분로48길 6,02-415-1500
1163,천안성환중앙점,충남 천안시 서북구 성환읍 성환2로 105,041-903-0410
1164,영종하늘도시점,"인천 중구 하늘별빛로 75 (중산동) 로얄페스타, 105호",032-752-0207
1165,순천대점,"전남 순천시 삼산2길 33, 1층",061-754-9286
1166,신림난곡점,서울 관악구 난곡로 178,02-868-6863
1167,목포역점,전라남도 목포시 수문로 9,061-242-8825
1168,전주예수병원점,전라북도 전주시 완산구 서원로 345,063-287-1009
1169,김해장유점,경상남도 김해시 삼문로 22,055 326 0410
1170,인천원당점,인천광역시 서구 고산후로95번안길 21,032-566-6950
1171,구미형곡점,경북 구미시 신시로 59,054-451-3063
1172,성남수진푸르지오점,"경기도 성남시 중원구 광명로 89, 푸르지오센트럴오피스텔 상가 1층",031 722 3592
1173,응암대림시장점,서울 은평구 응암로 169,02-304-8860
1174,천안청당점,"충청남도 천안시 동남구 청수4로 10, 106호",041-562-0369
1175,천안백석점,충청남도 천안시 서북구 백석4길 44,041-558-5654
1176,양재시민의숲역점,서울시 서초구 마방로2길 94,02-573-0421
1177,대전봉명우산점,대전광역시 유성구 문화원로 86,042-825-2900
1178,아주대점,경기도 수원시 영통구 아주로 18(원천동),070-7543-3601
1179,경산옥곡점,경북 경산시 경산로16길 2-6,053-814-7676
1180,시흥장곡공원점,경기도 시흥시 진말로9번길 15,070-4009-3311
1181,화곡역점,서울시 강서구 화곡로25길2,02-2606-1117
1182,보라매타운점,서울특별시 동작구 보라매로 5가길 7,02-832-9706
1183,전주송천오송점,전라북도 전주시 덕진구 천마산로 52(송천동1가 107-200),063-251-3255
1184,태안터미널점,충청남도 태안군 태안읍 동백로 307,041-674-9877
1185,대전탑립테크노점,대전광역시 유성구 테크노10로 31,042-671-1100
1186,행신역점,경기도 고양시 덕양구 충경로 52,031-970-6456
1187,화천사내면점,강원도 화천군 사내면 사내로 40-3,033-441-4321
1188,순천호수공원점,전남 순천시 왕지2길 15,061-722-3883
1189,부천원미사거리점,경기 부천시 원미로 119 1층,032-612-4377
1190,인천효성명현점,인천 계양구 효성동 63-8,032-553-3294
1191,노원문화의거리점,서울특별시 노원구 노해로79길 6-19,02-939-1350
1192,제주외도점,제주 제주시 우정로 15길 1,064-711-0771
1193,대화역점,"경기도 고양시 일산서구 중앙로 1568(대화동, 하성프라자)",031-911-4999
1194,성남신흥역점,"경기도 성남시 수정구 산성대로 267, 1층 119-1호(신흥동)",031-733-8889
1195,봉천역점,서울시 관악구 남부순환로 1729(봉천동 926-36),02-882-5585
1196,인천마전역점,"인천광역시 서구 완정로 60 (마전동, 정안빌딩)",032-568-5726
1197,김포풍무역점,김포시 유현로 238번길 31 웅신타워 114호,031 998 7540
1198,용인역북남부점,경기도 용인시 처인구 명지로60번길 8-13,031 335 9146
1199,광주봉선쌍용점,광주시 남구 봉선로 172 (봉선동 109-3번지),062-652-1121
1200,장안동사거리점,서울특별시 동대문구 장한로 140,02-3394-6122
1201,신논현역점,"서울시 서초구 사평대로 367, 1층",02-548-0410
1202,전주서신중앙점,전북 전주시 완산구 당산로 39 제일비사벌아파트 상가 108동 111호,063-274-2233
1203,세종새롬중앙점,"세종특별자치시 새롬중앙로 47, 세움빌딩 112호",070-7797-4732
1204,청주율량중앙점,충청북도 청주시 청원구 율량로 104,043-211-4001
1205,익산시민공원점,전북 익산시 무왕로 13길 17,063-918-3737
1206,인천법원삼거리점,"인천광역시 미추홀구 소성로 159, 1층 108호",032-874-1255
1207,탄현역제니스점,경기도 고양시 일산서구 탄현동 1640,031-911-0615
1208,부천역남부점,경기 부천시 경인로 210, 032-614-1007
1209,진주호탄점,경남 진주시 강변길9번길 6,055-741-3350
1210,동두천지행역점,경기도 동두천시 지행동 지행로 56,031-868-2825
1211,응암역점,"서울특별시 은평구 은평로 56, 1층(신사동, 안건빌딩)",02-303-3319
1212,전주동산점,전라북도 전주시 덕진구 쪽구름로 58,063-214-3789
1213,인천도화청운대점,인천광역시 미추홀구 숙골로87번길 24. 101호 (도화동 가야프라자),032-873-3833
1214,동탄중앙어울림점,경기 화성시 동탄대로시범길 142 센텀프라자 1층 108-1호,031-373-7020
1215,대구달성테크노점,"대구광역시 달성군 유가읍 테크노상업로 98, 1층",053-611-4701
1216,인천검단사거리점,인천광역시 서구 검단로 474 뷰비스타운 1층,032-565-9700
1217,인천서구청점,인천시 서구 탁옥로 45,032-567-3798
1218,광교법조타운점,경기도 수원시 영통구 광교중앙로266번길 22,031-211-2017
1219,문산당동점,"경기도 파주시 문산읍 방촌로 1725, 107호(좋은빌딩3)",031-954-1160
1220,화성향남로데오점,"경기도 화성시 향남읍 상신하길로328번길 26, 1층 101호(키움프라자)",031-352-0188
1221,수원탑동점,"경기도 수원시 권선구 탑동로3번길 13, 1층(탑동)",070-4135-9999
1222,인천검암서해점,"인천광역시 서구 승학로 497(검암동, 검암프라자)",032-561-8550
1223,예천신도시점,"경상북도 예천군 호명면 새움3로 26, 103호(에비뉴타워)",054-654-0575
1224,용인구성역점,"경기 용인시 기흥구 용구대로 2398, 주상가동 1층 101-3호(마북동, 연원마을벽산아파트)",031-283-0999
1225,양평로데오점,경기도 양평군 양평읍 양근리 358-5,031-774-8886
1226,빽다방 빵연구소 신사사거리점,서울시 서초구 강남대로 605,02-517-0410
1227,충주신연수리첼점,충청북도 충주시 번영대로 216,043-854-1003
1228,경남거창중앙점,​경상남도 거창군 거창읍 중앙로 123,055-945-3622
1229,청주분평중앙점,"충청북도 청주시 서원구 1순환로 1107번길 20, 1층",043-295-7971
1230,인천더블유병원점,"인천 미추홀구 인주대로 410, 탑클래시아 1층",032-421-3302
1231,인천월미도점,"인천 중구 월미로 237 (북성동1가), 1층",032-761-7778
1232,신대방역점,서울시 관악구 난곡로 363,02-851-5975
1233,김포장기역점,"경기도 김포시 김포한강1로51번길 28, 105호(장기동 , 레드클로버)",031-997-4777
1234,파주금촌1호점,"경기도 파주시 문화로 102 , 제1호(금촌동)",031-948-3358
1235,인천계산삼거리점,"인천광역시 계양구 경명대로 1059, 1층 일부호(계산동)",032-556-8858
1236,KBS본관점,서울특별시 영등포구 의사당대로 38,02-783-0783
1237,천안불당지웰점,"충청남도 천안시 서북구 불당26로 50, 근린생활시설4동 E103호",041-551-8867
1238,천안불당정석점,충남 천안시 서북구 불당21로 71 정석프라자 117호,041-567-2737
1239,보령중앙점,충청남도 보령시 중앙로81,041-935-5555
1240,안산중앙역롯데점,"경기 안산시 단원구 고잔로 108, 1층",031-403-4333
1241,인천청라쓰리엠점,"인천광역시 서구 중봉대로586번길 9-4, 106호(연희동, 쓰리엠타워)",032-566-8833
1242,수원권선웰빙점,경기도 수원시 권선구 세지로 73,070-8830-9194
1243,인천구월로데오점,인천 남동구 성말로 9,032-815-0410
1244,평택팽성점,경기도 평택시 팽성읍 팽성송화로 219 1층,031-692-8855
1245,진주과기대점,"경상남도 진주시 동진로 21, 1층 (칠암동)",055-753-1435
1246,홍성내포중앙점,충청남도 홍성군 홍북읍 청사로 174번길 2 113호,041-635-0222
1247,목포북항골든점,"전라남도 목포시 원산중앙로 10, 1층 105호(산정동, 한성골든빌)",061-278-1120
1248,용인흥덕이시티점,"경기도 용인시 기흥구 흥덕2로87번길 18 C동 115호(영덕동, 이씨티)",031-212-1369
1249,대구진천역점,대구광역시 달서구 월배로 96 (진천동),053-633-8780
1250,울산달동1호점,울산광역시 남구 달동 신정로23 삼성아파트 205동 103호,052-274-2274
1251,논산중앙점,충남 논산시 중앙로 480번길 12 글로벌 알디빌딩 1층 108호,041-732-1030
1252,수원인계CGV점,"경기도 수원시 팔달구 효원로 265번길 54, 110호",070-8802-8276
1253,발산역플레이스점,서울특별시 강서구 강서로 395. 플레이스 H 108호,02-2659-2119
1254,시흥배곧메가점,경기도 시흥시 서울대학로 278번길 43-13 112호,031-497-5384
1255,오산세교삼미점,경기 오산시 오산대역로 210 1층 ,031-375-8452
1256,대전유천버드내점,대전광역시 중구 태평로 22-1,042-527-1401
1257,고양삼송신원점,경기도 고양시 덕양구 신원로 40-46,02-381-8929
1258,대구다사세천점,"대구광역시 달성군 다사읍 세천로 160, 엠코타운 더솔레뉴 상가 303동 105호",053-592-2233
1259,대전가수원중앙점,대전광역시 서구 계백로 1135,042-542-0773
1260,천안역점,충청남도 천안시 동남구 대흥로 228,041-566-2737
1261,인천석바위시장점,"인천광역시 남구 경원대로 848(주안동, 주안태흥프라자)",032-432-0411
1262,마곡나루역북부점,"서울특별시 강서구 마곡중앙5로 1길 20, 1층",02-3662-0504
1263,당진읍내점,충남 당진시 당진중앙2로 103-11 (읍내동) 1층,041-354-0177
1264,부산장림점,부산광역시 사하구 장림번영로103번길 5,051-265-0410
1265,인천길병원점,"인천광역시 남동구 구월남로 174 , 1층 107호(구월동,그랜드프라자)",032-464-1891
1266,인천용현토지점,인천광역시 남구 낙섬중로 40(용현동),032-884-9910
1267,사가정역점,서울특별시 중랑구 면목로 330-1 1층,02-432-2337
1268,정읍터미널점,전라북도 정읍시 중앙로 41,063-532-7733
1269,김포통진마송점,경기도 김포시 통진읍 조강로 39,031-996-1786
1270,인천임학역점,인천광역시 계양구 장제로 885-1,032-555-7877
1271,약수역점,서울특별시 중구 다산로 131,02-6082-0950
1272,무안전남도청점,전라남도 무안군 삼향읍 남악3로 82번길 14  107호,061-283-1025
1273,서대전샘물타운점,대전광역시 유성구 원내로38 원내코아 108호,042-546-1014
1274,광주상무메가점,광주광역시 서구 시청로 60번길 21-6 1층 101호,062-222-8464
1275,서산터미널점,충청남도 서산시 율지8로 4 1층,041-664-0180
1276,구파발역미켈란점,"서울 은평구 진관2로 15-8 (진관동, 웅신 미켈란의아침) 1층 101호",02-386-0202
1277,광양중마사랑점,"전라남도 광양시 공영로 67, 1층",061-792-0066
1278,천안두정역점,"충청남도 천안시 서북구 두정로 271, 1층",041-523-5559
1279,고양원흥역점,"경기도 고양시 덕양구 삼송로 12, 반도유스퀘어 106호",031-963-1947
1280,신설동역1호점,서울특별시 동대문구 왕산로 20,02-6104-7979
1281,전주대점,"전라북도 전주시 완산구 백마산길 25, 1층",063-225-2912
1282,방이역코오롱점,"서울시 송파구 마천로 25, 1층",02-425-4317
1283,파주운정이마트점,경기도 파주시 와석순환로 125 1층 103로,031-947-8751
1284,동탄영천한백점,"경기도 화성시 지산2길 4-2, 1층",031-372-3070
1285,대구경대병원점,"대구시 중구 동덕로26길 18, 1층",053-425-8383
1286,호텔더본 제주점,제주도 서귀포시 색달로 18,064-766-8933
1287,송도캠퍼스타운점,"인천시 연수구 송도과학로27번길 55, 캠퍼스타운 D동 103호",032-822-0203
1288,대구신월성점,대구광역시 달서구 조암로 29 이래타워 지상 1~2층 112호,053-644-1224
1289,포항영일대점,경상북도 포항시 북구 삼호로 237 1층,054-241-0308
1290,대전전민중앙점,"대전시 유성구 유성대로 1740, 1층",042-862-0305
1291,이태원점,"서울시 용산구 보광로59길 37, 1층",02-797-3122
1292,화성향남중앙점,"경기도 화성시 향남읍 행정중앙2로 63-34, 명신프라자 103호",031-353-2276
1293,동인천역점,"인천시 중구 자유공원로 5, 1~2층",032-777-2226
1294,인천신현하늘채점,인천광역시 서구 석곶로 2,032-583-2301
1295,부천약대점,"경기도 부천시 평천로 718, 1층",032-672-5040
1296,구로시장점,"서울시 구로구 구로동로26길 125, 1~2층",02-856-0779
1297,김포구래점,"경기도 김포시 김포한강9로 80, 다온프라자 123호",031-989-0412
1298,인하대역SK점,인천광역시 미추홀구 용정공원로 33, 032-278-1021 
1299,순천조례주공점,"전라남도 순천시 신월큰길 32, 1층",061-724-5888
1300,청주터미널점,"충청북도 청주시 흥덕구 풍년로 148-1, 1층",043-236-0412
1301,까치산역점,"서울시 강서구 강서로 48, 1층",02-2699-9966
1302,천왕역점,서울특별시 구로구 오리로 1149,02-2688-7766
1303,홍천중앙점,강원특별자치도 홍천군 홍천읍 꽃뫼로 99 (신장대리) 1층,033-432-4531
1304,온양온천역점,충남 아산시 온천대로 1487-5(온천동 211-2번지),041-549-0524
1305,수원권선이마트점,경기 수원시 권선구 덕영대로1201번길 28 금강빌딩 107호,031-236-9194
1306,용인동백역점,경기도 용인시 기흥구 동백중앙로 175,031-282-6674
1307,파주운정산내점,"경기도 파주시 청암로17번길 25, 운정블루 102호",031-947-4539
1308,대전탄방로데오점,"대전광역시 서구 둔산중로14번길 36, 124호(탄방동)",042-471-9396
1309,대전선병원점,"대전시 중구 목중로 18, 1층",042-221-2111
1310,고양원당중앙점,"경기도 고양시 덕양구 호국로 809, 1층",031-969-8044
1311,청주산남점,"충청북도 청주시 서원구 산남로 64, 엔젤변호사빌딩 107호",043-284-7111
1312,천안상명대점,"충청남도 천안시 동남구 각원사길 52,1층 103호",041-522-4261
1313,군포당정역은하점,"경기도 군포시 고산로 248, 은하프라자 1층",031-399-0452
1314,목포평화광장점,"전라남도 목포시 원형로 4-1, 1층",061-285-1254
1315,천안쌍용중앙점,"충청남도 천안시 서북구 미라8길 23, 1층",041-575-5879
1316,영등포구청역점,서울시 영등포구 당산로 113 (당산동3가 378),02-2068-8870
1317,의왕포일프라자점,"경기도 의왕시 봇들로 40 101호 (포일동,포일프라자)",031-422-7786
1318,등촌역점,"서울시 양천구 공항대로 564, 1층",02-6401-0000
1319,당산역점,서울 영등포구 양평로 28-1 (당산동6가) 1층,02-2069-1965
1320,군포당정삼거리점,"경기도 군포시 고산로151번길 7, 1층",031-342-7429
1321,경남고성송학점,"경상남도 고성군 고성읍 송학로 140, 1층",055-674-5678
1322,여수웅천해변점,"전라남도 여수시 예울마루로 37-15, 1층",061-685-5110
1323,성남을지대점,"경기도 성남시 수정구 산성대로 535, 1층",031-748-0323
1324,문정법조현대점,"서울특별시 송파구 법원로11길 11, 문정현대지식산업센터1-1 A동 125호",02-3400-0369
1325,구로디지털역점,"서울시 구로구 디지털로32길 79, 1층",02-861-2929
1326,수원남문점,"경기도 수원시 팔달구 정조로 787-2, 1층",031-244-9960
1327,강북구청점,서울시 강북구 도봉로87길 48,02-991-9599
1328,강릉금학점,강원도 강릉시 신대학길 14,033-647-1333
1329,강동역헤르셔점,"서울시 강동구 천호대로 1089, 신동아파밀리에 B16호",02-471-5371
1330,강남포스코센터점,서울시 강남구 삼성로85길 11,02-554-9799
1331,강남역태극당점,서울시 강남구 테헤란로4길 46,02-501-8467
1332,강남역지하도점,서울시 강남구 강남대로 396 강남역 지하 쇼핑센터 E-36,02-3452-3989
1333,강남역월드점,서울시 서초구 서초대로77길 37,02-537-1519
1334,가산대륭점,서울시 금천구 벚꽃로 298 107-2호,02-2083-8578 
1335,가락시장역점,서울시 송파구 송파대로28길 27,02-404-0410
1336,강남소망점,서울시 강남구 언주로159길 3,02-518-3570
1337,강릉교동중앙점,강원도 강릉시 솔올로 51,033-652-6566
1338,경남산청중앙점,"경상남도 산청군 산청읍 웅석봉로 11, 1층",055-973-0410
1339,건대역화양점,"서울특별시 광진구 아차산로 29길 29-1, 1층",02-462-4886
1340,건대로데오점,"서울시 광진구 아차산로 220, 노유송천빌딩 1층",02-464-2147
1341,거제고현터미널점,경상남도 거제시 서문로 79,055-633-3989
1342,강원대점,"강원도 춘천시 서부대성로239번길 4, 1층",033-257-7737
1343,광운대점,"서울특별시 노원구 광운로 43, 로얄포토빌딩 1층",070-7752-5322
1344,광명하안뉴코아점,경기도 광명시 범안로 1042,02-897-9764
1345,광명철산점,"경기도 광명시 오리로856번길 25, 남원빌딩 1층",02-2684-0410
1346,광명사거리역점,"경기도 광명시 오리로 987, 1층",02-2611-0112
1347,광교경기대후문점,"경기도 수원시 영통구 대학로 46, 킴엔코시티하임 103",031-309-5263
1348,관악구청점,"서울시 관악구 관악로 155, 1층",02-877-6966
1349,과천렉스타운점,"경기도 과천시 별양상가1로 25, 렉스타운 102호",02-3418-7787
1350,공주대점,"충청남도 공주시 공주대학로 87, 1층",041-881-3890
1351,공덕역새창로점,서울특별시 마포구 새창로 15-1,02-719-4263 
1352,공덕역롯데캐슬점,"서울 마포구 마포대로 109 (공덕동, 롯데캐슬프레지던트)",02-718-7367
1353,고양서정마을점,경기도 고양시 덕양구 서정마을1로 20-10,031-979-2100
1354,고속터미널역점,서울특별시 서초구 신반포로 177 반포쇼핑타운 1층 16호,02-535-3608
1355,계양구청점,"인천시 계양구 계산새로 71, 하이베라스 C-111호",032-288-0101
1356,경주분황사점,"경상북도 경주시 알천남로 314, 1층",054-777-6070
1357,경북대정문점,"대구시 동구 경대로 36, 1층",053 -959-6151
1358,군포당동우체국점,"경기도 군포시 군포로499번길 3, 1층",031-427-3669
1359,구파발역점,서울특별시 은평구  진관2로 15-46 메트로 프라자 1층 110호,02-389-0101
1360,구미역점,"경상북도 구미시 구미중앙로 80-1, 1층",054-456-1599
1361,구미구평롯데점,"경상북도 구미시 인동36길 21, 1층",054-474-2313
1362,구리인창늘푸른점,"경기도 구리시 건원대로34번길 51, 삼환신일아파트상가 106호",031-555-8860
1363,구리돌다리점,"경기도 구리시 검배로6번길 27, 1층",031-555-5557
1364,구로코오롱점,"서울특별시 구로구 디지털로30길 31, 코오롱빌란트2차 109호",02-2081-1675
